Date,Price,Open,High,Low,Vol.,Change %
03/20/2019,305.9,306.45,306.625,306.34,,-0.02%
03/19/2019,305.95,306.45,314.75,306.34,,0.00%
03/18/2019,305.95,306.45,314.75,306.38,,0.00%
03/15/2019,305.95,306.42,314.75,306.38,,0.01%
03/14/2019,305.92,306.45,314.75,306.38,,-0.01%
03/13/2019,305.95,306.45,314.75,306.38,,0.00%
03/12/2019,305.95,306.4,314.75,306.38,,-0.15%
03/11/2019,306.4,306.4,315,306.4,,0.00%
03/08/2019,306.4,315,315,306.38,,0.01%
03/07/2019,306.38,306.38,315,306.38,,0.00%
03/06/2019,306.38,306.38,315,306.38,,0.00%
03/05/2019,306.38,315,315,306.3,,0.03%
03/04/2019,306.3,306.3,315,306.3,,0.00%
03/01/2019,306.3,315,315,306.3,,-0.01%
02/28/2019,306.32,306.3,315,306.3,,0.01%
02/27/2019,306.3,315,315,306.3,,0.00%
02/26/2019,306.3,306.3,315,306.2,,0.00%
02/25/2019,306.3,306.3,315,306.2,,0.00%
02/22/2019,306.3,306.3,315,306.2,,0.00%
02/21/2019,306.3,306.28,315,306.2,,0.01%
02/20/2019,306.28,306.28,315,306.2,,0.00%
02/19/2019,306.28,306.2,315,306.18,,0.03%
02/18/2019,306.2,306.25,315,306.18,,-0.02%
02/15/2019,306.25,306.18,307.25,306.18,,0.02%
02/14/2019,306.2,306.25,307.25,306.18,,-0.02%
02/13/2019,306.25,306.18,315,306.18,,0.02%
02/12/2019,306.18,306.2,315,306.18,,-0.01%
02/11/2019,306.2,306.2,315,306.2,,0.00%
02/08/2019,306.2,306.25,315,306.2,,-0.02%
02/07/2019,306.25,306.2,315,306.15,,0.02%
02/06/2019,306.2,306.28,315,306.2,,-0.03%
02/05/2019,306.28,307.2,315,305.8,,-0.30%
02/04/2019,307.2,307.2,307.28,306.8,,0.00%
02/01/2019,307.2,307.25,307.3,306.8,,-0.02%
01/31/2019,307.25,307.28,307.3,306.8,,0.02%
01/30/2019,307.2,307.2,307.28,305,,0.00%
01/29/2019,307.2,307.3,315,305,,-0.03%
01/28/2019,307.28,307.28,315,306.8,,0.00%
01/25/2019,307.28,307.3,315,306.8,,-0.01%
01/24/2019,307.3,307.28,315,306.5,,0.01%
01/23/2019,307.28,307.3,307.38,305,,-0.01%
01/22/2019,307.3,307.35,307.38,306.8,,-0.02%
01/21/2019,307.35,307.38,307.38,306.85,,0.02%
01/18/2019,307.3,307.35,307.38,306.85,,-0.02%
01/17/2019,307.35,307.35,307.5,305,,0.00%
01/16/2019,307.35,307.38,307.4,307.3,,0.02%
01/15/2019,307.3,307.3,307.5,307.3,,0.00%
01/14/2019,307.3,307.38,307.5,307.3,,-0.03%
01/11/2019,307.38,307.38,307.5,307.38,,0.00%
01/10/2019,307.38,307.38,307.5,305,,0.00%
01/09/2019,307.38,307.38,307.5,307.38,,0.00%
01/08/2019,307.38,307.4,307.5,306.5,,-0.01%
01/07/2019,307.4,307.4,307.5,307.4,,0.00%
01/04/2019,307.4,307.48,307.5,307.4,,-0.03%
01/03/2019,307.48,307.5,307.5,306.5,,-0.01%
01/02/2019,307.5,307.5,307.5,305,,0.00%
01/01/2019,307.5,307.1,307.5,307.1,,0.00%
12/31/2018,307.5,307.5,307.5,305,,0.00%
12/28/2018,307.5,307.1,307.5,307.1,,0.03%
12/27/2018,307.42,307.1,307.45,305,,0.33%
12/26/2018,306.42,307.1,307.1,306.4,,-0.01%
12/25/2018,306.45,306.45,307.1,306.45,,0.00%
12/24/2018,306.45,306.45,307.1,306.45,,0.00%
12/21/2018,306.45,306.45,307.1,306.4,,0.00%
12/20/2018,306.45,307.35,307.35,306.4,,0.00%
12/19/2018,306.45,306.45,307.35,306.45,,0.00%
12/18/2018,306.45,306.38,307.35,306.38,,0.02%
12/17/2018,306.38,306.38,307.35,306.38,,0.00%
12/14/2018,306.38,307.35,307.4,306.38,,0.00%
12/13/2018,306.38,307.35,307.4,306.35,,-0.01%
12/12/2018,306.4,306.38,307.4,306.38,,0.01%
12/11/2018,306.38,306.3,307.35,306.3,,0.03%
12/10/2018,306.3,306.3,307.35,306.25,,0.00%
12/07/2018,306.3,306.3,307.35,306.3,,0.00%
12/06/2018,306.3,306.32,307.35,305,,-0.01%
12/05/2018,306.32,306.3,307.3,306.28,,0.01%
12/04/2018,306.3,306.3,307.3,306.28,,0.00%
12/03/2018,306.3,306.28,307.3,306.28,,0.01%
11/30/2018,306.28,306.28,307.3,305,,0.00%
11/29/2018,306.28,306.3,307.3,306.2,,-0.01%
11/28/2018,306.3,306.3,315,306.2,,0.00%
11/27/2018,306.3,306.25,315,306.2,,0.02%
11/26/2018,306.25,306.2,315,306.2,,0.02%
11/23/2018,306.2,306.2,307.1,305,,0.00%
11/22/2018,306.2,306.2,307.1,306.2,,0.00%
11/21/2018,306.2,306.25,315,306.2,,-0.02%
11/20/2018,306.25,306.18,306.25,306.18,,0.02%
11/19/2018,306.18,306.2,315,306.18,,-0.01%
11/16/2018,306.2,306.18,315,306.18,,0.01%
11/15/2018,306.18,306.18,307.1,306.18,,0.00%
11/14/2018,306.18,306.18,307.15,306.1,,0.00%
11/13/2018,306.18,306.1,315,306.1,,0.03%
11/12/2018,306.1,306.1,307.15,306.1,,0.00%
11/09/2018,306.1,306.1,307.15,305,,0.00%
11/08/2018,306.1,306.1,307.15,306.1,,0.00%
11/07/2018,306.1,306.1,315,306.1,,0.00%
11/06/2018,306.1,306.08,307.15,306.05,,0.01%
11/05/2018,306.08,306.05,315,306.05,,0.01%
11/02/2018,306.05,306.08,315,306,,-0.01%
11/01/2018,306.08,306.05,315,305,,0.01%
10/31/2018,306.05,306.1,315,305,,-0.02%
10/30/2018,306.1,306,307.1,305,,0.03%
10/29/2018,306,306,307.05,305,,0.00%
10/26/2018,306,306.04,307.05,306,,-0.01%
10/25/2018,306.04,306,307,306,,0.01%
10/24/2018,306,306,306.9,305.7,,0.00%
10/23/2018,306,305.98,307,305.98,,0.01%
10/22/2018,305.98,305.98,307,305.98,,0.00%
10/19/2018,305.98,305.95,315,305,,0.01%
10/18/2018,305.95,305.95,307,305.95,,0.00%
10/17/2018,305.95,306,315,305.95,,-0.02%
10/16/2018,306,304.9,315,304.9,,0.36%
10/15/2018,304.9,304.9,315,304.9,,0.00%
10/12/2018,304.9,304.9,315,304.9,,0.00%
10/11/2018,304.9,304.95,306.95,304.9,,-0.02%
10/10/2018,304.95,305.9,315,304.95,,-0.31%
10/09/2018,305.9,305.9,315,305.9,,0.00%
10/08/2018,305.9,305.85,306,305,,0.02%
10/05/2018,305.85,305.9,306.85,305,,-0.02%
10/04/2018,305.9,305.88,306.85,305,,0.01%
10/03/2018,305.88,305.8,315,305,,0.03%
10/02/2018,305.8,305.8,306.85,305.8,,0.00%
10/01/2018,305.8,306,306.85,305.8,,-0.34%
09/28/2018,306.85,305.8,306.85,305,,0.34%
09/27/2018,305.8,305.8,315,305.8,,0.00%
09/26/2018,305.8,305.8,315,305,,0.00%
09/25/2018,305.8,305.78,306.35,305.75,,0.01%
09/24/2018,305.78,305.78,306.8,305.78,,0.00%
09/21/2018,305.78,305.78,306.8,305,,0.00%
09/20/2018,305.78,305.78,306.8,305.75,,0.00%
09/19/2018,305.78,305.75,315,305.7,,0.01%
09/18/2018,305.75,306.2,315,305,,0.02%
09/17/2018,305.7,304.72,306.8,304.72,,-0.01%
09/14/2018,305.72,304.72,315,304.72,,0.01%
09/13/2018,305.7,304.7,315,304.7,,0.33%
09/12/2018,304.7,304.72,306.75,304.7,,-0.01%
09/11/2018,304.72,305.7,315,304.7,,-0.32%
09/10/2018,305.7,305.68,306,305.65,,0.01%
09/07/2018,305.68,305.68,315,305,,0.00%
09/06/2018,305.68,305.7,306.65,305.65,,-0.01%
09/05/2018,305.7,305.65,315,305.6,,0.02%
09/04/2018,305.65,305.65,315,305.6,,0.00%
09/03/2018,305.65,305.65,315,305.65,,0.00%
08/31/2018,305.65,305.65,306.65,305.65,,0.00%
08/30/2018,305.65,305.65,306.55,305.58,,0.00%
08/29/2018,305.65,305.6,306.65,305,,0.02%
08/28/2018,305.6,305.65,306.55,305.58,,0.01%
08/27/2018,305.58,305.6,306.55,305.55,,-0.01%
08/24/2018,305.6,305.6,315,305.6,,0.00%
08/23/2018,305.6,305.6,315,305,,0.00%
08/22/2018,305.6,305.48,305.6,305.48,,0.00%
08/21/2018,305.6,305.6,305.6,305.48,,0.00%
08/20/2018,305.6,305.6,315,305,,0.00%
08/17/2018,305.6,305.52,315,305.48,,0.03%
08/16/2018,305.52,305.5,315,305,,0.01%
08/15/2018,305.5,305.55,315,305,,-0.02%
08/14/2018,305.55,305.45,315,305.45,,0.03%
08/13/2018,305.45,305.5,315,305,,-0.02%
08/10/2018,305.5,305.48,315,305,,0.01%
08/09/2018,305.48,305.5,315,305.48,,-0.01%
08/08/2018,305.5,305.5,315.5,305.5,,0.00%
08/07/2018,305.5,305.45,315,305.45,,0.02%
08/06/2018,305.45,305.42,315,305.42,,0.01%
08/03/2018,305.42,305.45,315,305.4,,-0.01%
08/02/2018,305.45,305.32,315,305.32,,0.04%
08/01/2018,305.32,305.38,315,305.32,,-0.02%
07/31/2018,305.38,305.38,315,305,,0.00%
07/30/2018,305.38,305.38,315,305,,0.00%
07/27/2018,305.38,305.38,315,305,,0.00%
07/26/2018,305.38,305.38,315,305.38,,0.00%
07/25/2018,305.38,305.3,315,305.3,,-2.98%
07/24/2018,314.75,305.05,314.75,305.05,,3.10%
07/23/2018,305.3,305.35,315,305.3,,-0.02%
07/20/2018,305.35,305.32,315,305.32,,0.01%
07/19/2018,305.32,305.8,315,305.28,,0.01%
07/18/2018,305.28,305.28,315,305.28,,0.00%
07/17/2018,305.28,305.28,315,305.28,,0.00%
07/16/2018,305.28,306.2,315,305.28,,0.00%
07/13/2018,305.28,305.2,306.3,305.2,,0.03%
07/12/2018,305.2,305.2,306.25,305.2,,-0.26%
07/11/2018,306,305.75,306,305.75,,0.18%
07/10/2018,305.45,314.75,314.75,305.45,,-0.16%
07/09/2018,305.95,314.75,314.75,305.25,,-2.80%
07/06/2018,314.75,314.75,314.75,314.75,,3.04%
07/05/2018,305.45,314.75,314.75,305.45,,0.00%
07/04/2018,305.45,315.25,315.25,305.45,,0.00%
07/03/2018,305.45,314.75,314.75,305.45,,-0.02%
07/02/2018,305.5,314.75,315.25,305.5,,0.00%
06/29/2018,305.5,305.95,314.75,305.5,,0.00%
06/28/2018,305.5,305.95,314.75,305.5,,-0.08%
06/27/2018,305.75,305.95,314.75,305.55,,0.07%
06/26/2018,305.55,305.95,315.25,305.55,,-2.92%
06/25/2018,314.75,314.75,314.75,305.95,,0.00%
06/22/2018,314.75,305.95,314.75,305.95,,0.00%
06/21/2018,314.75,305.95,315.25,305.95,,0.00%
06/20/2018,314.75,305.95,314.75,305.95,,2.88%
06/19/2018,305.95,314.75,314.75,305.95,,-2.95%
06/18/2018,315.25,315.25,315.25,315.25,,0.00%
06/15/2018,315.25,315.25,315.25,315.25,,0.00%
06/14/2018,315.25,314.75,315.25,305.7,,2.96%
06/13/2018,306.2,305.95,306.2,305.95,,-2.87%
06/12/2018,315.25,314.75,315.25,314.75,,3.04%
06/11/2018,305.95,314.75,315.25,305.75,,0.08%
06/08/2018,305.7,306.2,315.25,305.7,,-0.16%
06/07/2018,306.2,314.75,314.75,305.75,,0.08%
06/06/2018,305.95,314.75,314.75,305.7,,0.07%
06/05/2018,305.75,315.25,315.25,305.75,,0.00%
06/04/2018,305.75,314.75,314.75,305.7,,0.00%
06/01/2018,305.75,306.2,315.25,305.75,,-0.07%
05/31/2018,305.95,314.75,314.75,305.95,,-2.80%
05/30/2018,314.75,314.75,314.75,306.15,,2.98%
05/29/2018,305.65,305.65,305.65,305.65,,0.00%
05/28/2018,305.65,305.95,315.25,305.65,,0.00%
05/25/2018,305.65,314.75,314.75,305.65,,-3.05%
05/24/2018,315.25,315.25,315.25,305.95,,3.14%
05/23/2018,305.65,315.25,315.25,305.6,,0.02%
05/22/2018,305.6,314.75,315.25,305.6,,0.00%
05/21/2018,305.6,314.75,314.75,305.6,,0.00%
05/18/2018,305.6,314.75,315.25,305.55,,-2.75%
05/17/2018,314.25,314.75,314.75,306.05,,2.83%
05/16/2018,305.6,314.75,314.75,305.6,,0.02%
05/15/2018,305.55,314.25,314.75,305.55,,0.00%
05/14/2018,305.55,314.75,314.75,305.5,,-0.15%
05/11/2018,306,314.75,314.75,305.85,,0.16%
05/10/2018,305.5,314.75,314.75,305.5,,0.00%
05/09/2018,305.5,315.25,315.25,305.45,,0.00%
05/08/2018,305.5,314.75,315.25,305.5,,0.00%
05/07/2018,305.5,314.75,314.75,305.45,,0.02%
05/04/2018,305.45,314.75,314.75,305.45,,0.00%
05/03/2018,305.45,314.75,314.75,305.45,,0.00%
05/02/2018,305.45,305.85,314.75,305.45,,0.00%
05/01/2018,305.45,305.45,305.45,305.45,,0.00%
04/30/2018,305.45,314.75,314.75,305.45,,0.02%
04/27/2018,305.4,314.75,314.75,305.4,,0.00%
04/26/2018,305.4,314.75,314.75,305.4,,0.00%
04/25/2018,305.4,314.75,314.75,305.4,,0.00%
04/24/2018,305.4,305.9,315,305.35,,-0.15%
04/23/2018,305.85,305.85,305.85,305.85,,0.16%
04/20/2018,305.35,314.75,314.75,305.35,,0.00%
04/19/2018,305.35,314.75,314.75,305.35,,0.00%
04/18/2018,305.35,305.85,314.75,305.35,,0.00%
04/17/2018,305.35,305.85,315.25,305.35,,0.00%
04/16/2018,305.35,314.75,314.75,305.3,,0.02%
04/13/2018,305.3,314.75,315,305.3,,0.00%
04/12/2018,305.3,315.25,315.25,305.3,,0.00%
04/11/2018,305.3,314.75,314.75,305.3,,-0.02%
04/10/2018,305.35,314.75,314.75,305.35,,0.00%
04/09/2018,305.35,305.85,315.25,305.35,,0.00%
04/06/2018,305.35,314.75,314.75,305.35,,0.00%
04/05/2018,305.35,314.75,315.25,305.35,,0.00%
04/04/2018,305.35,314.75,314.75,305.35,,-0.02%
04/03/2018,305.4,315.05,315.25,305.4,,0.00%
04/02/2018,305.4,305.4,305.4,305.4,,0.00%
03/30/2018,305.4,305.4,305.4,305.4,,0.00%
03/29/2018,305.4,315.05,315.05,305.4,,0.00%
03/28/2018,305.4,306.1,314.75,305.4,,0.00%
03/27/2018,305.4,306.1,315.25,305.4,,0.00%
03/26/2018,305.4,314.75,315.25,305.4,,-0.02%
03/23/2018,305.45,306,315,305.45,,-2.95%
03/22/2018,314.75,314.75,314.75,306,,2.86%
03/21/2018,306,306.1,306.1,306,,0.18%
03/20/2018,305.45,314.75,314.75,305.45,,-0.18%
03/19/2018,306,315.05,315.05,305.5,,-0.02%
03/16/2018,306.05,314.75,315.05,305.5,,0.02%
03/15/2018,306,314.75,314.75,305.45,,-2.78%
03/14/2018,314.75,314.75,315.25,305.5,,-0.10%
03/13/2018,315.05,315.25,315.25,306,,0.00%
03/12/2018,315.05,315,315.05,305.5,,3.11%
03/09/2018,305.55,306.1,315.25,305.55,,-0.18%
03/08/2018,306.1,306.1,314.75,305.55,,0.18%
03/07/2018,305.55,315.25,315.25,305.55,,-0.18%
03/06/2018,306.1,306,320.25,306,,-2.90%
03/05/2018,315.25,315,315.25,305.45,,3.16%
03/02/2018,305.6,306.15,315.25,305.6,,0.00%
03/01/2018,305.6,314.75,315.25,305.15,,-0.02%
02/28/2018,305.65,306.2,306.2,305.65,,0.00%
02/27/2018,305.65,315.25,315.25,305.65,,-2.89%
02/26/2018,314.75,314.75,314.75,305.7,,2.96%
02/23/2018,305.7,315.25,315.25,305.7,,-0.02%
02/22/2018,305.75,314.75,315.25,305.75,,-0.16%
02/21/2018,306.25,306.25,306.4,305.75,,0.16%
02/20/2018,305.75,314.75,314.75,305.75,,0.00%
02/19/2018,305.75,314.75,314.75,305.7,,0.02%
02/16/2018,305.7,314.75,314.75,305.7,,0.00%
02/15/2018,305.7,306,314.75,305.7,,0.02%
02/14/2018,305.65,314.75,314.75,305.25,,0.00%
02/13/2018,305.65,314.75,314.75,305.65,,-0.15%
02/12/2018,306.1,314.75,314.75,305.25,,0.16%
02/09/2018,305.6,314.75,315,305.6,,-0.16%
02/08/2018,306.1,314.75,314.75,305.55,,0.16%
02/07/2018,305.6,314.75,314.75,305.45,,0.02%
02/06/2018,305.55,306,314.75,305.55,,0.00%
02/05/2018,305.55,314.75,314.75,305.55,,0.02%
02/02/2018,305.5,306,307.05,305.5,,-3.09%
02/01/2018,315.25,314.75,315.25,305.5,,3.21%
01/31/2018,305.45,305.95,315.25,305.45,,0.00%
01/30/2018,305.45,306,306,305.45,,0.00%
01/29/2018,305.45,306.05,315.25,305.4,,-3.11%
01/26/2018,315.25,315.25,315.25,314.75,,3.23%
01/25/2018,305.4,315.25,315.25,305.4,,0.02%
01/24/2018,305.35,315.25,315.25,305.35,,-0.02%
01/23/2018,305.4,306,306,305.4,,0.00%
01/22/2018,305.4,315.25,315.25,305.4,,-0.02%
01/19/2018,305.45,306,306,305.45,,0.00%
01/18/2018,305.45,315.25,315.25,305.25,,-0.02%
01/17/2018,305.5,315.25,315.25,305.5,,0.00%
01/16/2018,305.5,306.05,315.25,305.5,,-0.02%
01/15/2018,305.55,314.75,315.25,305.55,,0.00%
01/12/2018,305.55,314.75,315.25,305.55,,0.00%
01/11/2018,305.55,306.6,306.6,305.55,,-3.08%
01/10/2018,315.25,314.75,315.25,305.6,,3.14%
01/09/2018,305.65,315.25,315.25,305.65,,0.00%
01/08/2018,305.65,314.75,315.25,305.65,,-0.02%
01/05/2018,305.7,314.75,315.25,305.7,,0.00%
01/04/2018,305.7,305.75,315.25,305.7,,0.00%
01/03/2018,305.7,314.75,315.25,305.7,,-0.02%
01/02/2018,305.75,314.75,314.75,305.6,,-0.28%
01/01/2018,306.6,306.6,306.6,306.6,,0.00%
12/29/2017,306.6,306.65,306.65,306.6,,0.00%
12/28/2017,306.6,314.75,314.75,306.6,,-0.02%
12/27/2017,306.65,314.75,314.75,306.25,,0.13%
12/26/2017,306.25,306.25,306.25,306.25,,0.00%
12/25/2017,306.25,306.25,306.25,306.25,,0.00%
12/22/2017,306.25,314.75,314.75,306.25,,0.00%
12/21/2017,306.25,306.6,314.75,306.25,,-0.11%
12/20/2017,306.6,306.6,306.6,306.6,,0.00%
12/19/2017,306.6,314.75,315.25,306.6,,0.03%
12/18/2017,306.5,314.75,314.75,306.2,,-2.62%
12/15/2017,314.75,314.75,314.75,306.25,,2.78%
12/14/2017,306.25,314.75,314.75,306.25,,-0.42%
12/13/2017,307.55,315.75,315.75,307.25,,-2.29%
12/12/2017,314.75,314.75,314.75,305.75,,0.00%
12/11/2017,314.75,314.75,314.75,305.75,,2.64%
12/08/2017,306.65,314.75,314.75,305.75,,-0.02%
12/07/2017,306.7,314.75,314.75,306.6,,0.15%
12/06/2017,306.25,314.75,314.75,305.75,,-0.11%
12/05/2017,306.6,314.75,314.75,305.75,,-0.05%
12/04/2017,306.75,314.75,315.25,305.5,,0.33%
12/01/2017,305.75,305.75,305.75,305.75,,0.00%
11/30/2017,305.75,315.25,320.25,305.5,,0.08%
11/29/2017,305.5,314.75,315.25,305.5,,-0.02%
11/28/2017,305.55,306.25,306.25,305.55,,0.00%
11/27/2017,305.55,306.25,314.75,305.55,,-0.23%
11/24/2017,306.25,306.25,306.25,306.25,,0.00%
11/23/2017,306.25,314.75,314.75,306.25,,0.00%
11/22/2017,306.25,314.75,314.75,306.25,,0.20%
11/21/2017,305.65,306.25,306.25,305.65,,-0.18%
11/20/2017,306.2,306.25,314.75,306.1,,0.16%
11/17/2017,305.7,314.75,315.25,305.7,,-0.18%
11/16/2017,306.25,314.75,315.25,306.05,,0.16%
11/15/2017,305.75,315.25,315.25,305.75,,0.00%
11/14/2017,305.75,315.25,315.25,305.75,,0.00%
11/13/2017,305.75,314.75,315.25,305.7,,-2.86%
11/10/2017,314.75,315.25,315.25,306.05,,2.96%
11/09/2017,305.7,315.25,315.25,305.7,,0.00%
11/08/2017,305.7,305.25,315.25,305.25,,0.02%
11/07/2017,305.65,314.75,315.25,305.65,,0.00%
11/06/2017,305.65,306.05,314.75,305.65,,0.00%
11/03/2017,305.65,314.75,315.25,305.6,,0.02%
11/02/2017,305.6,315.25,315.25,305.6,,0.00%
11/01/2017,305.6,315.25,315.25,305.6,,-0.15%
10/31/2017,306.05,315.25,315.25,306.05,,0.16%
10/30/2017,305.55,314.75,325.25,305.55,,0.02%
10/27/2017,305.5,315.25,315.25,305.5,,0.00%
10/26/2017,305.5,315.25,325.25,305.5,,-3.09%
10/25/2017,315.25,305.9,315.25,305.9,,3.21%
10/24/2017,305.45,305.95,315.25,305.45,,0.02%
10/23/2017,305.4,314.75,315.25,305.4,,0.00%
10/20/2017,305.4,314.75,315.25,305.35,,-2.97%
10/19/2017,314.75,315.25,315.25,314.75,,3.08%
10/18/2017,305.35,315.25,315.25,305.3,,-0.13%
10/17/2017,305.75,315.25,315.25,305.75,,0.00%
10/16/2017,305.75,314.75,315.25,305.75,,0.11%
10/13/2017,305.4,315.25,325.25,305.4,,-0.13%
10/12/2017,305.8,314.75,315.25,305.8,,0.16%
10/11/2017,305.3,315.25,315.25,305.3,,-3.00%
10/10/2017,314.75,305.95,325.25,305.85,,2.88%
10/09/2017,305.95,305.95,315.25,305.9,,-2.80%
10/06/2017,314.75,314.25,314.75,305.9,,3.06%
10/05/2017,305.4,305.95,314.75,305.4,,-0.02%
10/04/2017,305.45,314.75,315.25,305.45,,-0.26%
10/03/2017,306.25,314.75,314.75,306,,0.08%
10/02/2017,306,306,306,306,,0.00%
09/29/2017,306,314.25,314.75,305.7,,0.10%
09/28/2017,305.7,314.75,314.75,305.25,,0.15%
09/27/2017,305.25,314.75,314.75,305.25,,-3.02%
09/26/2017,314.75,314.75,314.75,305.25,,0.00%
09/25/2017,314.75,306.25,315.25,306.1,,2.78%
09/22/2017,306.25,306.15,314.75,305.6,,-6.70%
09/21/2017,328.25,314.75,328.25,305.25,,4.29%
09/20/2017,314.75,314.25,314.75,305.65,,2.98%
09/19/2017,305.65,306.2,325.25,305.25,,-0.18%
09/18/2017,306.2,314.75,325.25,305.25,,-5.86%
09/15/2017,325.25,314.25,325.25,305.25,,6.20%
09/14/2017,306.25,314.25,314.75,306.2,,0.16%
09/13/2017,305.75,306.2,325.25,305.75,,-0.15%
09/12/2017,306.2,306.2,325.25,305.25,,0.15%
09/11/2017,305.75,305.8,325.25,305.75,,-0.15%
09/08/2017,306.2,314.25,325.25,305.6,,0.31%
09/07/2017,305.25,314.25,314.25,305.25,,-0.13%
09/06/2017,305.65,314.25,315.25,305.25,,0.13%
09/05/2017,305.25,305.8,325.25,305.25,,0.00%
09/04/2017,305.25,305.25,305.25,305.25,,0.00%
09/01/2017,305.25,305.25,305.25,305.25,,0.00%
08/31/2017,305.25,314.75,314.75,305.25,,-0.11%
08/30/2017,305.6,305.8,314.75,305.25,,0.11%
08/29/2017,305.25,305.8,314.75,305.25,,-0.26%
08/28/2017,306.05,314.75,314.75,305.25,,0.18%
08/25/2017,305.5,306,314.25,305.25,,-0.16%
08/24/2017,306,305.8,314.75,305.25,,0.25%
08/23/2017,305.25,305.8,314.75,305.25,,-0.25%
08/22/2017,306,305.25,315.25,305.25,,0.02%
08/21/2017,305.95,305.8,314.75,305.25,,0.16%
08/18/2017,305.45,314.25,315.25,305.25,,0.02%
08/17/2017,305.4,314.25,315.25,305.25,,0.00%
08/16/2017,305.4,314.25,314.75,305.25,,0.05%
08/15/2017,305.25,314.25,314.75,305.25,,-0.03%
08/14/2017,305.35,314.75,315.25,301.75,,-2.99%
08/11/2017,314.75,314.25,315.25,305.25,,-0.16%
08/10/2017,315.25,305.8,315.25,305.25,,0.16%
08/09/2017,314.75,307.25,314.75,305.25,,3.11%
08/08/2017,305.25,305.8,307.25,305.25,,-0.65%
08/07/2017,307.25,307.25,307.25,305.8,,0.00%
08/04/2017,307.25,307.25,307.25,305.25,,-2.38%
08/03/2017,314.75,314.75,314.75,305.8,,0.00%
08/02/2017,314.75,314.75,314.75,314.75,,-0.16%
08/01/2017,315.25,314.75,315.25,314.75,,3.06%
07/31/2017,305.9,315.25,315.25,305.25,,0.24%
07/28/2017,305.18,305.22,325.5,305.18,,-4.57%
07/27/2017,319.79,306.09,326.49,306.09,,-0.05%
07/26/2017,319.935,305.965,326.215,305.915,,-0.14%
07/25/2017,320.37,305.47,320.37,305.44,,0.20%
07/24/2017,319.725,305.395,325.615,305.395,,4.73%
07/21/2017,305.28,305.3,315.5,305.28,,-4.71%
07/20/2017,320.37,305.52,320.37,305.49,,-1.31%
07/19/2017,324.62,305.34,324.62,305.27,,6.29%
07/18/2017,305.4,305.35,318.68,305.35,,0.02%
07/17/2017,305.35,305.48,318.68,305.35,,-0.04%
07/14/2017,305.48,305.5,324.68,305.45,,-0.01%
07/13/2017,305.5,305.5,315.5,305.5,,0.00%
07/12/2017,305.5,324.68,324.68,305.48,,-5.89%
07/11/2017,324.605,305.425,324.605,305.375,,1.48%
07/10/2017,319.885,307.155,319.885,307.155,,-1.41%
07/07/2017,324.445,305.765,324.945,305.715,,6.20%
07/06/2017,305.5,305.45,324.68,305.4,,-5.89%
07/05/2017,324.62,305.39,324.62,305.34,,6.28%
07/04/2017,305.45,315.5,330.5,305.35,,-3.11%
07/03/2017,315.25,305.07,315.25,305.07,,3.23%
06/30/2017,305.38,305.32,315.5,305.32,,0.00%
06/29/2017,305.38,305.3,315.5,305.3,,0.03%
06/28/2017,305.3,305.32,315.5,305.3,,-0.01%
06/27/2017,305.32,305.35,315.5,305.3,,-0.01%
06/26/2017,305.35,305.3,315.5,305.28,,0.02%
06/23/2017,305.3,324.68,324.68,305.25,,-5.88%
06/22/2017,324.37,305.47,324.37,305.37,,6.25%
06/21/2017,305.28,305.18,325.1,305.18,,0.00%
06/20/2017,305.28,305.2,324.68,305.18,,-5.88%
06/19/2017,324.355,305.375,325.275,305.355,,6.28%
06/16/2017,305.2,305.18,325.1,305.15,,-5.62%
06/15/2017,323.37,305.37,325.29,305.29,,-0.31%
06/14/2017,324.37,305.29,325.29,305.24,,6.32%
06/13/2017,305.1,305.08,319.68,304.88,,-4.16%
06/12/2017,318.355,305.255,325.275,305.055,,4.35%
06/09/2017,305.08,305.05,325.1,304.88,,0.01%
06/08/2017,305.05,305.05,324.18,304.88,,0.00%
06/07/2017,305.05,305,324.18,304.88,,0.02%
06/06/2017,305,304.98,315,304.88,,0.01%
06/05/2017,304.98,304.88,325.1,304.75,,0.03%
06/02/2017,304.9,304.88,324.18,304.88,,0.01%
06/01/2017,304.88,318.18,325,304.8,,0.01%
05/31/2017,304.85,304.8,325.1,304.8,,-6.01%
05/30/2017,324.355,305.075,324.355,304.975,,6.38%
05/29/2017,304.9,304.95,325.1,304.9,,-0.02%
05/26/2017,304.95,304.95,325.1,304.9,,0.00%
05/25/2017,304.95,304.9,325.1,304.9,,0.02%
05/24/2017,304.9,304.9,325.1,304.85,,0.00%
05/23/2017,304.9,305.9,320.1,304.9,,-0.33%
05/22/2017,305.9,304.95,325,304.9,,0.31%
05/19/2017,304.95,304.9,315.19,304.9,,-3.15%
05/18/2017,314.875,315.375,324.685,305.085,,3.27%
05/17/2017,304.9,305.05,315.5,304.9,,-3.24%
05/16/2017,315.11,306.42,320.02,304.92,,2.81%
05/15/2017,306.5,305.05,324.5,305.05,,0.48%
05/12/2017,305.05,305.05,315.5,305,,0.00%
05/11/2017,305.05,305.15,315.5,305.05,,-0.03%
05/10/2017,305.15,305.2,320.1,305.15,,-0.02%
05/09/2017,305.2,305.15,324.5,305.15,,-4.44%
05/08/2017,319.385,310.355,325.305,310.305,,0.64%
05/05/2017,317.355,307.375,322.275,307.325,,3.98%
